ref_id,section,bug_description,reported_date,severity,due_date,dev_type,eta,actual,status
QA-368,01 (Student Balance),"[ERP_007][Re-admission FC][Student Ballance][Down Payment] After I add manual Payment of DP, there is no line of Payment of DP that generated on the Student Ballance || Video",02/24/2023,Major,02/24/2023,1,0:15,0:15,PASS
QA-369,12 (Master Table Transaction - Permission),"In the user permission table, that user type teacher have access to Master Transaction, but this user type doesn't have access to Finance menu. video",02/24/2023,Minor,02/24/2023,1,0:15,0:15,PASS
QA-370,12 (Master Table Transaction),"[ERP_007][Finance][Master Transaction]After i add manual action refund student, I see in master table transaction but the time is different || Video",02/24/2023,Moderate,02/24/2023,1,0:15,0:15,PASS
QA-371,12 (Master Table Transaction - Funcitonality Filter),"[ERP_007][Finance][Master Transaction] In the column program, there is no data List of program displayed when I click the dropdown. video",02/24/2023,Major,02/24/2023,1,,,PASS
QA-372,07 (Transfer Program),"[ERP_007][Re-admission FI][Student Ballance][Transfer student] After I paid Transfer student that already paid DP then I check in the Student Balance, the calculation solde on the Avoir scholarship fee, after Down Payment line is Wrong || Video",02/24/2023,Moderate,02/24/2023,1,0:15,0:15,NAB
QA-373,01 (Student Balance),"[ERP_007][Finance][Student Balance] After i add manual action refund student, in student balance i see in payment date is populated with minus sign, it should be populated with payment date also there is no trash icon in action column || Video || Spec Doc",02/24/2023,Minor,02/24/2023,1,0:10,,PASS
QA-374,02 (Operation Lines),"[ERP_007][Finance][Operation Line] After I pay fist term, when I check on the Operation Line, the column program is empty for line Payment term 1  test data: A11060 Mr Léo ASCHI video: Link",02/24/2023,Moderate,02/24/2023,1,0:15,0:15,PASS
QA-375,02 (Operation Lines - Export SAGE),"[ERP_007][Finance][Operation Lines][CSV File] I think the date data is missing, there is no data in the table | Video  Note: Same issue when export DP, Modality fees and Additional cost Check in other data too. Check when Export SAGE for Down payment, Modality fees, Additional cost and Other, than check the data populated",02/24/2023,Moderate,02/24/2023,1,0:15,,PASS
QA-376,04 (Manual Action Payment Line),"When i add payment line, this is successfuly, but i wanna update the payment line, the date picker isnt displayed || video",02/24/2023,Major,02/24/2023,1,0:15,0:15,PASS
QA-377,12 (Master Table Transaction),"[ERP_007][Finance][Master Transaction] after i add OD - student balance adjustment, i see in master transaction table, column source is empty and i see in column actor is populated with minus sign || Video || Mapping Transaction",02/24/2023,Moderate,02/24/2023,1,,,PASS
QA-378,01 (Student Balance),"[Student balance] [Partial Payment] when user pay the term partially, there is no line generated for the remaining amount.  || Link to thread || Video",02/24/2023,Moderate,02/24/2023,1,0:15,,PASS
QA-379,12 (Master Table Transaction),"[ERP_007][Master Transaction Table, Student Balance, Operation Lines Not Exported] VIDEO For student FC (FC-Personal) with registration profile has DP other amount and discount full rate 100%. After i pay the DP, i check on Issue :  1/ I can see that there is operation name Billing of Down Payment populated  for the student  (i confirm mas Ade it should be not displayed)  2/ In the student balance and operation line - not exported are not consistent from Master transaction table  MTT : Payment of Down Payment / Paiement de l'acompte         Student Balance & Not exported : Down Payment / Acompte (Confirmed by Mas Ade) ----- Registration Profile condition Registration Profile: [REINSCR] EFAP ICART EFJ CREAD (enfant salarié) Discount on full rate: 100% Down Payment: DP = other 300 eur Perimeter of the registration profile: Re-admission Additional expenses: Frais de réinscription EFAP ICART EFJ CREAD 260€ -----",02/24/2023,Moderate,02/24/2023,1,0:15,,PASS
QA-380,01 (Student Balance),"after Create Manual payment line with payer organization then click delete the line , swal appear and line not remove from student balance, status_dp_term_line: null",02/24/2023,Major,02/24/2023,1,0:10,0:10,PASS
QA-381,12 (Master Table Transaction),"[ERP_007][Finance][Master Transaction] after i add OD - cash transfer, i see in master transaction table, column source is empty  || Video || Mapping Transaction",02/24/2023,Moderate,02/24/2023,1,0:15,,PASS
QA-382,04 (Manual Action - Refund),[ERP_007][Student Balance][Add Refund] Add refund is not following spec doc : Flux is displayed by billing (should be payment) and Nature is empty (it should be populated with method of payment selected in dialog)  Note : Should be implemented also on master transaction and Operation lines thread  || Specdoc,02/24/2023,Moderate,02/24/2023,1,0:15,0:15,PASS
QA-383,01 (Student Balance),[ERP_007][Student Balance][OD - Cash Transfer] After i add manual od-cash transfer i see on student balance in payment date column is populated with date || Video | SpecDoc,02/24/2023,Minor,02/24/2023,1,0:10,0:10,PASS
QA-384,04 (Manual Action - Billing),"[ERP_007][Student Card][Commentaries] after I edit billing  in the student balance, edit billing Commentaries not generated Video",02/24/2023,Moderate,02/24/2023,1,0:15,0:15,PASS
QA-385,02 (Operation Lines - Export SAGE),Export SAGE csv result is incorrect - there are 8 terms but currently on export SAGE csv result only displayed 7 terms Video,02/24/2023,Major,02/24/2023,1,0:20,0:45,PASS
QA-386,12 (Master Table Transaction),[ERP_007][MasterTransaction][Avoirr] After i add manual avoir i see on master transaction table in program column is empty|| Video,02/24/2023,Minor,02/24/2023,1,0:10,0:10,PASS
QA-387,12 (Master Table Transaction),Auto Debit Payment Term 3 generate operation name Payment of term 6,02/24/2023,Moderate,02/24/2023,1,0:15,0:30,PASS
QA-388,12 (Master Table Transaction),Chargeback display wrong operation name,02/24/2023,Moderate,02/24/2023,1,0:15,,PASS
QA-389,02 (Operation Lines),"[ERP_007][Operation Lines][Avoir] after i add avoir, i see on operation lines in program column is empty | Video",02/24/2023,Minor,02/24/2023,1,0:10,0:10,PASS
QA-390,02 (Operation Lines - Not Exported),"When make visual extraction > All the lines to check accuration of data on colum balance date, there is invalid date",02/25/2023,Blocking,02/25/2023,1,,0:20,PASS
QA-391,12 (Master Table Transaction),"[ERP_007][Master Transaction][Notes] After I Pay the billing of organization on add payment organization by transfer, Note detail on master transaction table should populate reference and note with my input from add payment organization | Video",02/25/2023,Moderate,02/25/2023,1,0:10,0:10,PASS
QA-392,04 (Manual Action - Billing),"[ERP_007][Student balance][Billing] When input date in add billing, data in column date displaying different date from what user input",02/25/2023,Moderate,02/25/2023,1,0:15,0:15,PASS
QA-393,01 (Student Balance),"[ERP_007][Student balance][Billing] ""Solde column in billing of term 1, 2, 3 is not correct it should be calculated correctly"" Video Link",02/25/2023,Moderate,02/25/2023,1,0:10,0:10,PASS
QA-394,01 (Student Balance),"[ERP_007][Student balance][Billing] When i need to check the payment of term in student student card -> finance tab -> student balance, the payment of term is not generated Video",02/25/2023,Blocking,02/25/2023,1,0:15,0:15,PASS
QA-395,12 (Master Table Transaction),"[ERP_007][Master Transaction] After i add payment billing of organization that not generated, it will generate line on master transaction table, but i notice the flux and nature for billing is not corrected yet | Video",02/25/2023,Moderate,02/25/2023,1,0:15,0:15,Pass
QA-396,06 (Add Payment Term - Manual),[ERP_007][Finance Follow Up Student][Add Payment] Cannot add payment to FS which added from contact tab in student card. Video,02/25/2023,Major,02/25/2023,1,0:20,,PASS
QA-397,01 (Student Balance),"[ERP_007][Student balance][Billing] When check the payment of term in student student card -> finance tab -> student balance, the status term is not blue dot, but displayed minus sign ( - ) Video",02/25/2023,Moderate,02/25/2023,1,0:15,0:15,PASS
QA-398,12 (Master Table Transaction),"[ERP_007][Finance][Master Transaction] The column source after transfer is empty for line avoir of term, it should be ""Avoir - transfer"". Video",02/25/2023,Major,02/25/2023,1,0:15,0:15,PASS
QA-399,12 (Master Table Transaction),[ERP_007][Master transaction Table][Manual Payment]In the master transaction table for manual payment for DP the credit is times 2 example : pay 900 but in credit of down payment in MTT is displayed 1800,02/27/2023,Major,02/27/2023,1,0:15,0:15,PASS
QA-400,04 (Manual Action Billing),"After I remove the Added Manual billing -> the comentaries is not updated. still display the comment of manual billing with text ""Undefined"" Test data: ARSIÉ A31430  Note: this issu also happens for manual action: payment, avoir, discount",02/27/2023,Major,02/27/2023,1,0:15,,PASS
QA-401,01 (Student Balance),"When check point 12 calculation manual payment (transfer for DP and term) When try to make payment for term 1 for student after make payment DP using manual payment I see swall error, but the transaction consider as Paid. When check in the master transaction tabel I see 2 transaction recorded and in the student balance I see there is new line generated after complete the action Chat",02/27/2023,Blocking,02/27/2023,1,,,PASS
QA-402,01 (Student Commentaries),There is no from and to data populated in the commentary when adding manual billing - Video,02/25/2023,Major,02/25/2023,1,0:15,0:15,PASS
QA-403,01 (Student Commentaries),Commentary of manual billing is gone after editing the manual billing line in the student balance table - Video,02/25/2023,Major,02/25/2023,1,,,PASS
QA-404,01 (Student Balance),Status of the term is not generated when adding manual payment - Video,02/25/2023,Major,02/25/2023,1,,,PASS
QA-405,01 (Student Commentaries),2 commentaries with no data is displayed after editing the manual payment line in the student balance - Video,02/25/2023,Major,02/25/2023,1,0:20,0:20,PASS
QA-406,01 (Student Commentaries),"After I delele the Manual action Billing, I see on the Commentaries, it didn't removed the previous commentaries but add 1 new commentaries (manual action of undefined)",02/27/2023,Major,02/27/2023,1,0:10,0:05,PASS
QA-407,01 (Student Commentaries),Commentaries generated from Manual payment for DP are still not following the format from Spec doc. Link to thread  Link to spec doc,02/27/2023,Moderate,02/27/2023,1,0:15,0:15,PASS
QA-408,06 (Add Payment DP),"[ERP_007] [Master transaction] [Operations lines] Check Program column I see program displayed here is the accurate Program of student but actual data for line source Overpaid, the program is not populated also happen on operations line menu Video",25//02/2023,Major,25//02/2023,1,,,PASS
QA-409,06 (Add Payment DP),"[ERP_007] [Student balance] Check Overpaid generated => Check Payment Date column will display date of overpaid,  but the actual data is displayed minus sign ( - ) Video",25//02/2023,Moderate,25//02/2023,1,0:15,0:10,PASS
QA-410,06 (Add Payment DP),[ERP_007] [Student balance] Check OD Student balance adjustment on student balance I see Payment date column displaying the date i pick on the OD student adjustment balance dialog but the actual data is payment date displayed minus sign ( - ) https://youtu.be/FC_mcFjCOM8,25//02/2023,Moderate,25//02/2023,1,0:15,0:15,NAB
QA-411,01 (Finance Follow up),When asking payment for student that paid DP using manual payment I see swall error  swall  Student number : A38903,,Blocking,02/27/2023,1,0:15,0:15,PASS
QA-412,01 (Student Balance),"When I try to edit the Manual action Payment added before, there is error SWAL displayed and I cannot edit the Manual action. video",02/27/2023,Blocking,02/27/2023,1,0:15,0:15,PASS
QA-413,06 (Add payment financement),Commentaries: After I add manual payment line -> then edit the payment line -> the comenetaris for payment line become undefined test data: A10942 Mrs Cloé ATTAGNANT,,Major,02/27/2023,1,,,PASS
